Date,Price,Open,High,Low,Change %
1999-09-03,98.0,98.0,98.0,98.0,-0.0028000000000000004
1999-09-06,97.4,97.4,97.4,97.4,-0.0060999999999999995
1999-09-07,97.5,97.5,97.5,97.5,0.001
1999-09-08,97.01,97.01,97.01,97.01,-0.005
1999-09-09,96.945,96.945,96.945,96.945,-0.0007000000000000001
1999-09-10,96.1,96.1,96.1,96.1,-0.0087
1999-09-13,96.25,96.25,96.25,96.25,0.0016
1999-09-14,96.0,96.0,96.0,96.0,-0.0026
1999-09-15,95.5,95.5,95.5,95.5,-0.0052
1999-09-16,95.24,95.24,95.24,95.24,-0.0027
1999-09-17,95.24,95.24,95.24,95.24,0.0
1999-09-20,94.815,94.815,94.815,94.815,-0.0045000000000000005
1999-09-21,93.45,93.45,93.45,93.45,-0.0144
1999-09-22,94.2,94.2,94.2,94.2,0.008
1999-09-23,94.575,94.575,94.575,94.575,0.004
1999-09-24,94.5,94.5,94.5,94.5,-0.0008
1999-09-27,95.5,95.5,95.5,95.5,0.0106
1999-09-28,95.235,95.235,95.235,95.235,-0.0028000000000000004
1999-09-29,95.295,95.295,95.295,95.295,0.0006
1999-09-30,95.3,95.3,95.3,95.3,0.0001
1999-10-01,95.3,95.3,95.3,95.3,0.0
1999-10-04,95.4,95.4,95.4,95.4,0.001
1999-10-05,95.425,95.425,95.425,95.425,0.0003
1999-10-06,95.465,95.465,95.465,95.465,0.0004
1999-10-07,95.41,95.41,95.41,95.41,-0.0006
1999-10-08,95.03,95.03,95.03,95.03,-0.004
1999-10-11,95.17,95.17,95.17,95.17,0.0015
1999-10-12,95.0,95.0,95.0,95.0,-0.0018
1999-10-13,95.125,95.125,95.125,95.125,0.0013
1999-10-14,95.67,95.67,95.67,95.67,0.005699999999999999
1999-10-15,95.96,95.96,95.96,95.96,0.003
1999-10-18,96.5,96.5,96.5,96.5,0.005600000000000001
1999-10-19,95.965,95.965,95.965,95.965,-0.0055000000000000005
1999-10-20,95.79,95.79,95.79,95.79,-0.0018
1999-10-21,95.9,95.9,95.9,95.9,0.0011
1999-10-22,95.5,95.5,95.5,95.5,-0.0042
1999-10-25,95.51,95.51,95.51,95.51,0.0001
1999-10-26,95.14,95.14,95.14,95.14,-0.0039000000000000003
1999-10-27,95.0,95.0,95.0,95.0,-0.0015
1999-10-28,95.25,95.25,95.25,95.25,0.0026
1999-10-29,95.25,95.25,95.25,95.25,0.0
1999-11-01,95.875,95.875,95.875,95.875,0.0066
1999-11-02,95.34,95.34,95.34,95.34,-0.005600000000000001
1999-11-03,95.355,95.355,95.355,95.355,0.0002
1999-11-04,95.455,95.455,95.455,95.455,0.001
1999-11-05,95.7,95.7,95.7,95.7,0.0026
1999-11-08,96.0,96.0,96.0,96.0,0.0031
1999-11-09,96.2,96.2,96.2,96.2,0.0021
1999-11-10,96.14,96.14,96.14,96.14,-0.0006
1999-11-11,97.3,97.3,97.3,97.3,0.0121
1999-11-12,97.2,97.2,97.2,97.2,-0.001
1999-11-15,96.7,96.7,96.7,96.7,-0.0051
1999-11-16,96.6,96.6,96.6,96.6,-0.001
1999-11-17,96.7,96.7,96.7,96.7,0.001
1999-11-18,96.7,96.7,96.7,96.7,0.0
1999-11-19,96.7,96.7,96.7,96.7,0.0
1999-11-22,96.7,96.7,96.7,96.7,0.0
1999-11-23,97.0,97.0,97.0,97.0,0.0031
1999-11-24,97.35,97.35,97.35,97.35,0.0036
1999-11-25,97.4,97.4,97.4,97.4,0.0005
1999-11-26,97.4,97.4,97.4,97.4,0.0
1999-11-29,97.4,97.4,97.4,97.4,0.0
1999-11-30,97.075,97.075,97.075,97.075,-0.0033
1999-12-01,97.2,97.2,97.2,97.2,0.0013
1999-12-02,97.2,97.2,97.2,97.2,0.0
1999-12-03,97.2,97.2,97.2,97.2,0.0
1999-12-06,97.225,97.225,97.225,97.225,0.0003
1999-12-07,97.6,97.6,97.6,97.6,0.0039000000000000003
1999-12-08,97.325,97.325,97.325,97.325,-0.0028000000000000004
1999-12-09,97.1,97.1,97.1,97.1,-0.0023
1999-12-10,97.1,97.1,97.1,97.1,0.0
1999-12-13,97.7,97.7,97.7,97.7,0.0062
1999-12-14,97.5,97.5,97.5,97.5,-0.002
1999-12-15,97.6,97.6,97.6,97.6,0.001
1999-12-16,97.825,97.825,97.825,97.825,0.0023
1999-12-17,97.83,97.83,97.83,97.83,0.0001
1999-12-20,97.7,97.7,97.7,97.7,-0.0013
1999-12-21,97.7,97.7,97.7,97.7,0.0
1999-12-22,97.7,97.7,97.7,97.7,0.0
1999-12-23,97.7,97.7,97.7,97.7,0.0
1999-12-24,97.7,97.7,97.7,97.7,0.0
1999-12-27,98.15,98.15,98.15,98.15,0.0046
1999-12-28,98.3,98.3,98.3,98.3,0.0015
1999-12-29,99.3,99.3,99.3,99.3,0.0102
1999-12-30,99.3,99.3,99.3,99.3,0.0
1999-12-31,99.9,99.9,99.9,99.9,0.006
2000-01-03,100.0,100.0,100.0,100.0,0.001
2000-01-04,100.0,100.0,100.0,100.0,0.0
2000-01-05,100.3,100.3,100.3,100.3,0.003
2000-01-06,100.3,100.3,100.3,100.3,0.0
2000-01-07,100.3,100.3,100.3,100.3,0.0
2000-01-10,100.3,100.3,100.3,100.3,0.0
2000-01-11,99.2,99.2,99.2,99.2,-0.011000000000000001
2000-01-12,99.3,99.3,99.3,99.3,0.001
2000-01-13,98.7,98.7,98.7,98.7,-0.006
2000-01-14,98.9,98.9,98.9,98.9,0.002
2000-01-17,98.5,98.5,98.5,98.5,-0.004
2000-01-18,98.65,98.65,98.65,98.65,0.0015
2000-01-19,98.95,98.95,98.95,98.95,0.003
2000-01-20,99.0,99.0,99.0,99.0,0.0005
2000-01-21,99.1,99.1,99.1,99.1,0.001
2000-01-24,99.1,99.1,99.1,99.1,0.0
2000-01-25,98.8,98.8,98.8,98.8,-0.003
2000-01-26,99.35,99.35,99.35,99.35,0.005600000000000001
2000-01-27,99.4,99.4,99.4,99.4,0.0005
2000-01-28,99.45,99.45,99.45,99.45,0.0005
2000-01-31,99.35,99.35,99.35,99.35,-0.001
2000-02-01,99.3,99.3,99.3,99.3,-0.0005
2000-02-02,100.15,100.15,100.15,100.15,0.0086
2000-02-03,100.2,100.2,100.2,100.2,0.0005
2000-02-04,100.5,100.5,100.5,100.5,0.003
2000-02-07,100.45,100.45,100.45,100.45,-0.0005
2000-02-08,101.3,101.3,101.3,101.3,0.0085
2000-02-09,101.45,101.45,101.45,101.45,0.0015
2000-02-10,102.0,102.0,102.0,102.0,0.0054
2000-02-11,102.0,102.0,102.0,102.0,0.0
2000-02-14,102.0,102.0,102.0,102.0,0.0
2000-02-15,100.2,100.2,100.2,100.2,-0.0176
2000-02-16,100.15,100.15,100.15,100.15,-0.0005
2000-02-17,102.05,102.05,102.05,102.05,0.019
2000-02-18,102.0,102.0,102.0,102.0,-0.0005
2000-02-21,100.15,100.15,100.15,100.15,-0.0181
2000-02-22,100.15,100.15,100.15,100.15,0.0
2000-02-23,100.3,100.3,100.3,100.3,0.0015
2000-02-24,102.2,102.2,102.2,102.2,0.0189
2000-02-25,100.3,100.3,100.3,100.3,-0.018600000000000002
2000-02-28,100.5,100.5,100.5,100.5,0.002
2000-02-29,102.1,102.1,102.1,102.1,0.0159
2000-03-01,102.25,102.25,102.25,102.25,0.0015
2000-03-02,102.05,102.05,102.05,102.05,-0.002
2000-03-03,101.6,101.6,101.6,101.6,-0.0044
2000-03-06,100.95,100.95,100.95,100.95,-0.0064
2000-03-07,101.5,101.5,101.5,101.5,0.0054
2000-03-08,101.05,101.05,101.05,101.05,-0.0044
2000-03-09,101.5,101.5,101.5,101.5,0.0045000000000000005
2000-03-10,101.25,101.25,101.25,101.25,-0.0025
2000-03-13,101.275,101.275,101.275,101.275,0.0002
2000-03-14,101.275,101.275,101.275,101.275,0.0
2000-03-15,101.275,101.275,101.275,101.275,0.0
2000-03-16,101.275,101.275,101.275,101.275,0.0
2000-03-17,100.975,100.975,100.975,100.975,-0.003
2000-03-20,102.05,102.05,102.05,102.05,0.0106
2000-03-21,102.05,102.05,102.05,102.05,0.0
2000-03-22,102.25,102.25,102.25,102.25,0.002
2000-03-23,102.1,102.1,102.1,102.1,-0.0015
2000-03-24,101.75,101.75,101.75,101.75,-0.0034000000000000002
2000-03-27,101.95,101.95,101.95,101.95,0.002
2000-03-28,101.95,101.95,101.95,101.95,0.0
2000-03-29,101.65,101.65,101.65,101.65,-0.0029
2000-03-30,101.55,101.55,101.55,101.55,-0.001
2000-03-31,101.8,101.8,101.8,101.8,0.0025
2000-04-03,101.5,101.5,101.5,101.5,-0.0029
2000-04-04,100.75,100.75,100.75,100.75,-0.0074
2000-04-05,100.65,100.65,100.65,100.65,-0.001
2000-04-06,101.4,101.4,101.4,101.4,0.0075
2000-04-07,101.3,101.3,101.3,101.3,-0.001
2000-04-10,101.225,101.225,101.225,101.225,-0.0007000000000000001
2000-04-11,101.0,101.0,101.0,101.0,-0.0022
2000-04-12,101.2,101.2,101.2,101.2,0.002
2000-04-13,101.2,101.2,101.2,101.2,0.0
2000-04-14,101.165,101.165,101.165,101.165,-0.0003
2000-04-17,101.165,101.165,101.165,101.165,0.0
2000-04-18,101.1,101.1,101.1,101.1,-0.0006
2000-04-19,100.45,100.45,100.45,100.45,-0.0064
2000-04-20,101.1,101.1,101.1,101.1,0.006500000000000001
2000-04-21,101.1,101.1,101.1,101.1,0.0
2000-04-24,101.1,101.1,101.1,101.1,0.0
2000-04-25,100.525,100.525,100.525,100.525,-0.005699999999999999
2000-04-26,101.075,101.075,101.075,101.075,0.0055000000000000005
2000-04-27,100.5,100.5,100.5,100.5,-0.005699999999999999
2000-04-28,100.8,100.8,100.8,100.8,0.003
2000-05-01,100.8,100.8,100.8,100.8,0.0
2000-05-02,100.525,100.525,100.525,100.525,-0.0027
2000-05-03,100.85,100.85,100.85,100.85,0.0032
2000-05-04,100.75,100.75,100.75,100.75,-0.001
2000-05-05,100.525,100.525,100.525,100.525,-0.0022
2000-05-08,100.7,100.7,100.7,100.7,0.0017000000000000001
2000-05-09,100.8,100.8,100.8,100.8,0.001
2000-05-10,100.525,100.525,100.525,100.525,-0.0027
2000-05-11,101.15,101.15,101.15,101.15,0.0062
2000-05-12,102.0,102.0,102.0,102.0,0.0084
2000-05-15,101.35,101.35,101.35,101.35,-0.0064
2000-05-16,101.0,101.0,101.0,101.0,-0.0034999999999999996
2000-05-17,101.0,101.0,101.0,101.0,0.0
2000-05-18,101.0,101.0,101.0,101.0,0.0
2000-05-19,101.0,101.0,101.0,101.0,0.0
2000-05-22,102.375,102.375,102.375,102.375,0.013600000000000001
2000-05-23,102.65,102.65,102.65,102.65,0.0027
2000-05-24,102.5,102.5,102.5,102.5,-0.0015
2000-05-25,102.5,102.5,102.5,102.5,0.0
2000-05-26,102.475,102.475,102.475,102.475,-0.0002
2000-05-29,102.7,102.7,102.7,102.7,0.0022
2000-05-30,102.25,102.25,102.25,102.25,-0.0044
2000-05-31,101.95,101.95,101.95,101.95,-0.0029
2000-06-01,101.95,101.95,101.95,101.95,0.0
2000-06-02,102.4,102.4,102.4,102.4,0.0044
2000-06-05,102.4,102.4,102.4,102.4,0.0
2000-06-06,102.65,102.65,102.65,102.65,0.0024
2000-06-07,103.0,103.0,103.0,103.0,0.0034000000000000002
2000-06-08,103.0,103.0,103.0,103.0,0.0
2000-06-09,103.0,103.0,103.0,103.0,0.0
2000-06-12,103.0,103.0,103.0,103.0,0.0
2000-06-13,103.25,103.25,103.25,103.25,0.0024
2000-06-14,103.25,103.25,103.25,103.25,0.0
2000-06-15,103.35,103.35,103.35,103.35,0.001
2000-06-16,103.35,103.35,103.35,103.35,0.0
2000-06-19,103.5,103.5,103.5,103.5,0.0015
2000-06-20,103.5,103.5,103.5,103.5,0.0
2000-06-21,103.225,103.225,103.225,103.225,-0.0027
2000-06-22,103.65,103.65,103.65,103.65,0.0040999999999999995
2000-06-23,103.65,103.65,103.65,103.65,0.0
2000-06-26,104.675,104.675,104.675,104.675,0.009899999999999999
2000-06-27,102.55,102.55,102.55,102.55,-0.0203
2000-06-28,104.75,104.75,104.75,104.75,0.0215
2000-06-29,105.15,105.15,105.15,105.15,0.0038
2000-06-30,105.1,105.1,105.1,105.1,-0.0005
2000-07-03,105.075,105.075,105.075,105.075,-0.0002
2000-07-04,105.0,105.0,105.0,105.0,-0.0007000000000000001
2000-07-05,104.8,104.8,104.8,104.8,-0.0019
2000-07-06,104.675,104.675,104.675,104.675,-0.0012
2000-07-07,104.75,104.75,104.75,104.75,0.0007000000000000001
2000-07-10,106.15,106.15,106.15,106.15,0.0134
2000-07-11,107.35,107.35,107.35,107.35,0.0113
2000-07-12,113.25,113.25,113.25,113.25,0.055
2000-07-13,114.9,114.9,114.9,114.9,0.0146
2000-07-14,113.5,113.5,113.5,113.5,-0.012199999999999999
2000-07-17,112.0,112.0,112.0,112.0,-0.0132
2000-07-18,107.0,107.0,107.0,107.0,-0.0446
2000-07-19,107.0,107.0,107.0,107.0,0.0
2000-07-20,107.3,107.3,107.3,107.3,0.0028000000000000004
2000-07-21,106.75,106.75,106.75,106.75,-0.0051
2000-07-24,106.5,106.5,106.5,106.5,-0.0023
2000-07-25,104.95,104.95,104.95,104.95,-0.0146
2000-07-26,104.4,104.4,104.4,104.4,-0.0052
2000-07-27,105.5,105.5,105.5,105.5,0.0105
2000-07-28,106.0,106.0,106.0,106.0,0.004699999999999999
2000-07-31,105.3,105.3,105.3,105.3,-0.0066
2000-08-01,105.1,105.1,105.1,105.1,-0.0019
2000-08-02,103.65,103.65,103.65,103.65,-0.0138
2000-08-03,103.2,103.2,103.2,103.2,-0.0043
2000-08-04,103.4,103.4,103.4,103.4,0.0019
2000-08-07,103.4,103.4,103.4,103.4,0.0
2000-08-08,103.25,103.25,103.25,103.25,-0.0015
2000-08-09,104.1,104.1,104.1,104.1,0.008199999999999999
2000-08-10,104.0,104.0,104.0,104.0,-0.001
2000-08-11,104.75,104.75,104.75,104.75,0.0072
2000-08-14,105.3,105.3,105.3,105.3,0.0053
2000-08-15,106.0,106.0,106.0,106.0,0.0066
2000-08-16,106.2,106.2,106.2,106.2,0.0019
2000-08-17,104.1,104.1,104.1,104.1,-0.019799999999999998
2000-08-18,103.9,103.9,103.9,103.9,-0.0019
2000-08-21,103.45,103.45,103.45,103.45,-0.0043
2000-08-22,103.3,103.3,103.3,103.3,-0.0014000000000000002
2000-08-23,103.4,103.4,103.4,103.4,0.001
2000-08-24,103.25,103.25,103.25,103.25,-0.0015
2000-08-25,103.6,103.6,103.6,103.6,0.0034000000000000002
2000-08-28,103.935,103.935,103.935,103.935,0.0032
2000-08-29,103.85,103.85,103.85,103.85,-0.0008
2000-08-30,103.55,103.55,103.55,103.55,-0.0029
2000-08-31,103.35,103.35,103.35,103.35,-0.0019
2000-09-01,103.65,103.65,103.65,103.65,0.0029
2000-09-04,103.7,103.7,103.7,103.7,0.0005
2000-09-05,104.55,104.55,104.55,104.55,0.008199999999999999
2000-09-06,104.575,104.575,104.575,104.575,0.0002
2000-09-07,104.15,104.15,104.15,104.15,-0.0040999999999999995
2000-09-08,104.3,104.3,104.3,104.3,0.0014000000000000002
2000-09-11,103.7,103.7,103.7,103.7,-0.0058
2000-09-12,104.5,104.5,104.5,104.5,0.0077
2000-09-13,104.95,104.95,104.95,104.95,0.0043
2000-09-14,105.0,105.0,105.0,105.0,0.0005
2000-09-15,105.85,105.85,105.85,105.85,0.008100000000000001
2000-09-18,105.95,105.95,105.95,105.95,0.0009
2000-09-19,108.05,108.05,108.05,108.05,0.019799999999999998
2000-09-20,105.75,105.75,105.75,105.75,-0.0213
2000-09-21,107.95,107.95,107.95,107.95,0.0208
2000-09-22,108.05,108.05,108.05,108.05,0.0009
2000-09-25,108.25,108.25,108.25,108.25,0.0019
2000-09-26,108.1,108.1,108.1,108.1,-0.0014000000000000002
2000-09-27,108.4,108.4,108.4,108.4,0.0028000000000000004
2000-09-28,108.7,108.7,108.7,108.7,0.0028000000000000004
2000-09-29,108.7,108.7,108.7,108.7,0.0
2000-10-02,107.3,107.3,107.3,107.3,-0.0129
2000-10-03,107.3,107.3,107.3,107.3,0.0
2000-10-04,107.3,107.3,107.3,107.3,0.0
2000-10-05,108.35,108.35,108.35,108.35,0.0098
2000-10-06,108.35,108.35,108.35,108.35,0.0
2000-10-09,108.1,108.1,108.1,108.1,-0.0023
2000-10-10,108.35,108.35,108.35,108.35,0.0023
2000-10-11,108.35,108.35,108.35,108.35,0.0
2000-10-12,108.35,108.35,108.35,108.35,0.0
2000-10-13,108.35,108.35,108.35,108.35,0.0
2000-10-16,108.35,108.35,108.35,108.35,0.0
2000-10-17,108.35,108.35,108.35,108.35,0.0
2000-10-18,108.35,108.35,108.35,108.35,0.0
2000-10-19,108.35,108.35,108.35,108.35,0.0
2000-10-20,107.0,107.0,107.0,107.0,-0.0125
2000-10-23,107.8,107.8,107.8,107.8,0.0075
2000-10-24,107.6,107.6,107.6,107.6,-0.0019
2000-10-25,107.6,107.6,107.6,107.6,0.0
2000-10-26,112.675,112.675,112.675,112.675,0.0472
2000-10-27,110.5,110.5,110.5,110.5,-0.019299999999999998
2000-10-30,109.7,109.7,109.7,109.7,-0.0072
2000-10-31,109.6,109.6,109.6,109.6,-0.0009
2000-11-01,109.0,109.0,109.0,109.0,-0.0055000000000000005
2000-11-02,109.0,109.0,109.0,109.0,0.0
2000-11-03,110.5,110.5,110.5,110.5,0.0138
2000-11-06,110.5,110.5,110.5,110.5,0.0
2000-11-07,110.5,110.5,110.5,110.5,0.0
2000-11-08,110.8,110.8,110.8,110.8,0.0027
2000-11-09,110.6,110.6,110.6,110.6,-0.0018
2000-11-10,110.7,110.7,110.7,110.7,0.0009
2000-11-13,110.9,110.9,110.9,110.9,0.0018
2000-11-14,110.9,110.9,110.9,110.9,0.0
2000-11-15,110.9,110.9,110.9,110.9,0.0
2000-11-16,111.5,111.5,111.5,111.5,0.0054
2000-11-17,112.3,112.3,112.3,112.3,0.0072
2000-11-20,112.25,112.25,112.25,112.25,-0.0004
2000-11-21,112.5,112.5,112.5,112.5,0.0022
2000-11-22,112.5,112.5,112.5,112.5,0.0
2000-11-23,113.65,113.65,113.65,113.65,0.0102
2000-11-24,115.3,115.3,115.3,115.3,0.014499999999999999
2000-11-27,117.3,117.3,117.3,117.3,0.0173
2000-11-28,117.6,117.6,117.6,117.6,0.0026
2000-11-29,116.95,116.95,116.95,116.95,-0.0055000000000000005
2000-11-30,116.0,116.0,116.0,116.0,-0.008100000000000001
2000-12-01,116.0,116.0,116.0,116.0,0.0
2000-12-04,116.0,116.0,116.0,116.0,0.0
2000-12-05,118.15,118.15,118.15,118.15,0.018500000000000003
2000-12-06,116.9,116.9,116.9,116.9,-0.0106
2000-12-07,117.0,117.0,117.0,117.0,0.0009
2000-12-08,114.6,114.6,114.6,114.6,-0.020499999999999997
2000-12-11,107.75,107.75,107.75,107.75,-0.059800000000000006
2000-12-12,104.25,104.25,104.25,104.25,-0.0325
2000-12-13,104.5,104.5,104.5,104.5,0.0024
2000-12-14,104.65,104.65,104.65,104.65,0.0014000000000000002
2000-12-15,107.5,107.5,107.5,107.5,0.027200000000000002
2000-12-18,110.0,110.0,110.0,110.0,0.0233
2000-12-19,110.0,110.0,110.0,110.0,0.0
2000-12-20,110.3,110.3,110.3,110.3,0.0027
2000-12-21,110.13,110.13,110.13,110.13,-0.0015
2000-12-22,110.35,110.35,110.35,110.35,0.002
2000-12-25,110.35,110.35,110.35,110.35,0.0
2000-12-26,110.35,110.35,110.35,110.35,0.0
2000-12-27,110.35,110.35,110.35,110.35,0.0
2000-12-28,110.3,110.3,110.3,110.3,-0.0005
2000-12-29,110.0,110.0,110.0,110.0,-0.0027
2001-01-02,110.38,110.38,110.38,110.38,0.0034999999999999996
2001-01-03,110.44,110.44,110.44,110.44,0.0005
2001-01-04,109.93,109.93,109.93,109.93,-0.0046
2001-01-05,110.23,110.23,110.23,110.23,0.0027
2001-01-08,110.23,110.23,110.23,110.23,0.0
2001-01-09,110.38,110.38,110.38,110.38,0.0014000000000000002
2001-01-10,110.75,110.75,110.75,110.75,0.0034000000000000002
2001-01-11,110.2,110.2,110.2,110.2,-0.005
2001-01-12,110.7,110.7,110.7,110.7,0.0045000000000000005
2001-01-15,110.85,110.85,110.85,110.85,0.0014000000000000002
2001-01-16,110.95,110.95,110.95,110.95,0.0009
2001-01-17,111.0,111.0,111.0,111.0,0.0005
2001-01-18,110.85,110.85,110.85,110.85,-0.0014000000000000002
2001-01-19,110.85,110.85,110.85,110.85,0.0
2001-01-22,111.0,111.0,111.0,111.0,0.0014000000000000002
2001-01-23,110.95,110.95,110.95,110.95,-0.0005
2001-01-24,110.9,110.9,110.9,110.9,-0.0005
2001-01-25,110.95,110.95,110.95,110.95,0.0005
2001-01-26,111.0,111.0,111.0,111.0,0.0005
2001-01-29,111.05,111.05,111.05,111.05,0.0005
2001-01-30,111.1,111.1,111.1,111.1,0.0005
2001-01-31,110.35,110.35,110.35,110.35,-0.0068000000000000005
2001-02-01,113.0,113.0,113.0,113.0,0.024
2001-02-02,113.0,113.0,113.0,113.0,0.0
2001-02-05,113.0,113.0,113.0,113.0,0.0
2001-02-06,112.5,112.5,112.5,112.5,-0.0044
2001-02-07,112.5,112.5,112.5,112.5,0.0
2001-02-08,112.5,112.5,112.5,112.5,0.0
2001-02-09,112.5,112.5,112.5,112.5,0.0
2001-02-12,112.5,112.5,112.5,112.5,0.0
2001-02-13,112.0,112.0,112.0,112.0,-0.0044
2001-02-14,112.0,112.0,112.0,112.0,0.0
2001-02-15,115.5,115.5,115.5,115.5,0.0313
2001-02-16,116.5,116.5,116.5,116.5,0.0087
2001-02-19,116.25,116.25,116.25,116.25,-0.0021
2001-02-20,116.5,116.5,116.5,116.5,0.0022
2001-02-21,116.5,116.5,116.5,116.5,0.0
2001-02-22,115.5,115.5,115.5,115.5,-0.0086
2001-02-23,115.5,115.5,115.5,115.5,0.0
2001-02-26,116.45,116.45,116.45,116.45,0.008199999999999999
2001-02-27,115.5,115.5,115.5,115.5,-0.008199999999999999
2001-02-28,115.5,115.5,115.5,115.5,0.0
2001-03-01,116.5,116.5,116.5,116.5,0.0087
2001-03-02,116.0,116.0,116.0,116.0,-0.0043
2001-03-05,116.0,116.0,116.0,116.0,0.0
2001-03-06,116.0,116.0,116.0,116.0,0.0
2001-03-07,116.0,116.0,116.0,116.0,0.0
2001-03-08,117.0,117.0,117.0,117.0,0.0086
2001-03-09,117.5,117.5,117.5,117.5,0.0043
2001-03-12,118.5,118.5,118.5,118.5,0.0085
2001-03-13,118.5,118.5,118.5,118.5,0.0
2001-03-14,119.0,119.0,119.0,119.0,0.0042
2001-03-15,120.0,120.0,120.0,120.0,0.0084
2001-03-16,120.0,120.0,120.0,120.0,0.0
2001-03-19,120.0,120.0,120.0,120.0,0.0
2001-03-20,122.3,122.3,122.3,122.3,0.0192
2001-03-21,122.7,122.7,122.7,122.7,0.0033
2001-03-22,122.25,122.25,122.25,122.25,-0.0037
2001-03-23,122.7,122.7,122.7,122.7,0.0037
2001-03-26,120.25,120.25,120.25,120.25,-0.02
2001-03-27,122.75,122.75,122.75,122.75,0.0208
2001-03-28,122.75,122.75,122.75,122.75,0.0
2001-03-29,121.5,121.5,121.5,121.5,-0.0102
2001-03-30,122.5,122.5,122.5,122.5,0.008199999999999999
2001-04-02,124.75,124.75,124.75,124.75,0.0184
2001-04-03,124.75,124.75,124.75,124.75,0.0
2001-04-04,124.75,124.75,124.75,124.75,0.0
2001-04-05,124.5,124.5,124.5,124.5,-0.002
2001-04-06,125.0,125.0,125.0,125.0,0.004
2001-04-09,127.1,127.1,127.1,127.1,0.0168
2001-04-10,114.0,114.0,114.0,114.0,-0.10310000000000001
2001-04-11,116.2,116.2,116.2,116.2,0.019299999999999998
2001-04-12,117.0,117.0,117.0,117.0,0.0069
2001-04-13,134.75,134.75,134.75,134.75,0.1517
2001-04-16,134.75,134.75,134.75,134.75,0.0
2001-04-17,134.75,134.75,134.75,134.75,0.0
2001-04-18,115.5,115.5,115.5,115.5,-0.1429
2001-04-19,127.7,127.7,127.7,127.7,0.1056
2001-04-20,128.0,128.0,128.0,128.0,0.0023
2001-04-23,115.7,115.7,115.7,115.7,-0.09609999999999999
2001-04-24,114.7,114.7,114.7,114.7,-0.0086
2001-04-25,114.7,114.7,114.7,114.7,0.0
2001-04-26,114.7,114.7,114.7,114.7,0.0
2001-04-27,114.7,114.7,114.7,114.7,0.0
2001-04-30,114.7,114.7,114.7,114.7,0.0
2001-05-01,114.7,114.7,114.7,114.7,0.0
2001-05-02,119.5,119.5,119.5,119.5,0.0418
2001-05-03,120.0,120.0,120.0,120.0,0.0042
2001-05-04,120.0,120.0,120.0,120.0,0.0
2001-05-07,116.975,116.975,116.975,116.975,-0.0252
2001-05-08,116.4,116.4,116.4,116.4,-0.0049
2001-05-09,114.2,114.2,114.2,114.2,-0.0189
2001-05-10,114.2,114.2,114.2,114.2,0.0
2001-05-11,113.9,113.9,113.9,113.9,-0.0026
2001-05-14,113.9,113.9,113.9,113.9,0.0
2001-05-15,113.9,113.9,113.9,113.9,0.0
2001-05-16,113.9,113.9,113.9,113.9,0.0
2001-05-17,113.9,113.9,113.9,113.9,0.0
2001-05-18,112.25,112.25,112.25,112.25,-0.014499999999999999
2001-05-21,116.0,116.0,116.0,116.0,0.0334
2001-05-22,115.4,115.4,115.4,115.4,-0.0052
2001-05-23,114.0,114.0,114.0,114.0,-0.0121
2001-05-24,113.4,113.4,113.4,113.4,-0.0053
2001-05-25,114.7,114.7,114.7,114.7,0.0115
2001-05-28,115.0,115.0,115.0,115.0,0.0026
2001-05-29,114.0,114.0,114.0,114.0,-0.0087
2001-05-30,114.5,114.5,114.5,114.5,0.0044
2001-05-31,113.05,113.05,113.05,113.05,-0.0127
2001-06-01,112.6,112.6,112.6,112.6,-0.004
2001-06-04,113.6,113.6,113.6,113.6,0.0089
2001-06-05,113.05,113.05,113.05,113.05,-0.0048
2001-06-06,113.25,113.25,113.25,113.25,0.0018
2001-06-07,113.1,113.1,113.1,113.1,-0.0013
2001-06-08,113.1,113.1,113.1,113.1,0.0
2001-06-11,112.65,112.65,112.65,112.65,-0.004
2001-06-12,112.95,112.95,112.95,112.95,0.0027
2001-06-13,112.6,112.6,112.6,112.6,-0.0031
2001-06-14,112.5,112.5,112.5,112.5,-0.0009
2001-06-15,112.6,112.6,112.6,112.6,0.0009
2001-06-18,112.75,112.75,112.75,112.75,0.0013
2001-06-19,112.65,112.65,112.65,112.65,-0.0009
2001-06-20,112.75,112.75,112.75,112.75,0.0009
2001-06-21,112.75,112.75,112.75,112.75,0.0
2001-06-22,112.75,112.75,112.75,112.75,0.0
2001-06-25,112.75,112.75,112.75,112.75,0.0
2001-06-26,112.75,112.75,112.75,112.75,0.0
2001-06-27,112.75,112.75,112.75,112.75,0.0
2001-06-28,112.35,112.35,112.35,112.35,-0.0034999999999999996
2001-06-29,112.55,112.55,112.55,112.55,0.0018
2001-07-02,113.0,113.0,113.0,113.0,0.004
2001-07-03,112.275,112.275,112.275,112.275,-0.0064
2001-07-04,112.275,112.275,112.275,112.275,0.0
2001-07-05,112.9,112.9,112.9,112.9,0.005600000000000001
2001-07-06,113.0,113.0,113.0,113.0,0.0009
2001-07-09,113.1,113.1,113.1,113.1,0.0009
2001-07-10,112.9,112.9,112.9,112.9,-0.0018
2001-07-11,112.9,112.9,112.9,112.9,0.0
2001-07-12,112.9,112.9,112.9,112.9,0.0
2001-07-13,112.9,112.9,112.9,112.9,0.0
2001-07-16,112.9,112.9,112.9,112.9,0.0
2001-07-17,112.9,112.9,112.9,112.9,0.0
